timestamp,benchmark_version,prompt_version,provider,model,thinking_level,condition,true_hypothesis,seed,experiment_budget,diagnosis_threshold,max_decision_calls,final_diagnosis,diagnosis_correct,diagnosed_correctly_within_budget,threshold_qualified_success,premature_diagnosis,normative_probability_of_final_diagnosis,model_reported_final_confidence,experiments_used,decision_calls,total_retries,termination_reason,cumulative_action_regret,oracle_action_agreements,oracle_action_agreement_rate,mean_autonomous_belief_l1_error,provider_failure_flag,model_failure_flag,scientific_model_failure_flag,provider_rate_limit_failure_flag,provider_transport_failure_flag,provider_error_type,provider_error_message,action_sequence,first_action,repeat_trial_count,use_trusted_sensor_count,change_context_count,source_run_directory,protocol_status,analysis_category,source_dataset
2026-08-29T15:23:59.866402+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,PLANNER_ONLY,NO_STRUCTURAL_CHANGE,5,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.911056566720327,0.911056566720327,3,4,0,DIAGNOSED,0.06345436313237618,1,0.3333333333333333,,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,1,1,1,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T15:24:30.595683+00:00,binary_er1_v2,binary_er1_v2_threshold_aware_001,gemini,gemini-3.6-flash,low,THRESHOLD_AWARE_AUTONOMOUS,NO_STRUCTURAL_CHANGE,5,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.911056566720327,0.96,3,4,0,DIAGNOSED,0.06345436313237618,1,0.3333333333333333,0.33546095314025076,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,1,1,1,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T15:25:02.935436+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS,NO_STRUCTURAL_CHANGE,6,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.7052035646412104,0.92,2,3,0,DIAGNOSED,0.039168979108386015,1,0.5,0.4303220299973242,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL,USE_TRUSTED_SENSOR,1,1,0,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T15:25:35.763770+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,PLANNER_ONLY,NO_STRUCTURAL_CHANGE,6,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.7052035646412104,0.7052035646412104,2,3,0,DIAGNOSED,0.039168979108386015,1,0.5,,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL,USE_TRUSTED_SENSOR,1,1,0,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T15:26:43.070387+00:00,binary_er1_v2,binary_er1_v2_threshold_aware_001,gemini,gemini-3.6-flash,low,THRESHOLD_AWARE_AUTONOMOUS,NO_STRUCTURAL_CHANGE,6,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.911056566720327,0.96,3,4,0,DIAGNOSED,0.06345436313237618,1,0.3333333333333333,0.4172882123386415,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,1,1,1,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:33:40.685869+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS,NO_STRUCTURAL_CHANGE,7,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.7052035646412104,0.92,2,3,0,DIAGNOSED,0.039168979108386015,1,0.5,0.46365536333065754,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL,USE_TRUSTED_SENSOR,1,1,0,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:34:15.866403+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,PLANNER_ONLY,NO_STRUCTURAL_CHANGE,7,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.7052035646412104,0.7052035646412104,2,3,0,DIAGNOSED,0.039168979108386015,1,0.5,,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL,USE_TRUSTED_SENSOR,1,1,0,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:35:14.649037+00:00,binary_er1_v2,binary_er1_v2_threshold_aware_001,gemini,gemini-3.6-flash,low,THRESHOLD_AWARE_AUTONOMOUS,NO_STRUCTURAL_CHANGE,7,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.911056566720327,0.96,3,4,0,DIAGNOSED,0.06345436313237618,1,0.3333333333333333,0.4372882123386415,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,1,1,1,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:35:38.436211+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS,NO_STRUCTURAL_CHANGE,8,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.7052035646412104,0.85,2,3,0,DIAGNOSED,0.039168979108386015,1,0.5,0.4303220299973242,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL,USE_TRUSTED_SENSOR,1,1,0,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:36:14.012399+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,PLANNER_ONLY,NO_STRUCTURAL_CHANGE,8,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.911056566720327,0.911056566720327,3,4,0,DIAGNOSED,0.06345436313237618,1,0.3333333333333333,,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,1,1,1,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:36:50.060793+00:00,binary_er1_v2,binary_er1_v2_threshold_aware_001,gemini,gemini-3.6-flash,low,THRESHOLD_AWARE_AUTONOMOUS,NO_STRUCTURAL_CHANGE,8,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.911056566720327,0.96,3,4,0,DIAGNOSED,0.06345436313237618,1,0.3333333333333333,0.473455269698829,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,1,1,1,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:37:17.728860+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS,NO_STRUCTURAL_CHANGE,9,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.7052035646412104,0.88,2,3,0,DIAGNOSED,0.039168979108386015,1,0.5,0.48417874231462155,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL,USE_TRUSTED_SENSOR,1,1,0,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:37:39.999721+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,PLANNER_ONLY,NO_STRUCTURAL_CHANGE,9,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.7052035646412104,0.7052035646412104,2,3,0,DIAGNOSED,0.039168979108386015,1,0.5,,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL,USE_TRUSTED_SENSOR,1,1,0,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:38:16.451816+00:00,binary_er1_v2,binary_er1_v2_threshold_aware_001,gemini,gemini-3.6-flash,low,THRESHOLD_AWARE_AUTONOMOUS,NO_STRUCTURAL_CHANGE,9,8,0.95,9,NO_STRUCTURAL_CHANGE,True,True,False,True,0.911056566720327,0.96,3,4,0,DIAGNOSED,0.06345436313237618,1,0.3333333333333333,0.448455269698829,False,False,False,False,False,,,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,1,1,1,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T12:32:11.498152+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS,WORLD_SHIFT,0,8,0.95,9,WORLD_SHIFT,True,True,False,True,0.8166228027404115,0.88,3,4,0,DIAGNOSED,0.34255137568024896,2,0.6666666666666666,0.30510017603906403,False,False,False,False,False,,,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,REPEAT_TRIAL,1,1,1,er1_v2_gemini_3_6_flash_low_seed0_1_tier1,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed0_1_three_condition_analysis
2026-08-29T12:33:03.173221+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,PLANNER_ONLY,WORLD_SHIFT,0,8,0.95,9,WORLD_SHIFT,True,True,True,False,0.9765818888044564,0.9765818888044564,3,4,0,DIAGNOSED,0.0,3,1.0,,False,False,False,False,False,,,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,USE_TRUSTED_SENSOR,0,2,1,er1_v2_gemini_3_6_flash_low_seed0_1_tier1,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed0_1_three_condition_analysis
2026-08-29T13:43:34.140848+00:00,binary_er1_v2,binary_er1_v2_threshold_aware_001,gemini,gemini-3.6-flash,low,THRESHOLD_AWARE_AUTONOMOUS,WORLD_SHIFT,0,8,0.95,9,WORLD_SHIFT,True,True,True,False,0.9803993755074969,0.97,4,5,0,DIAGNOSED,0.3099445771192002,3,0.75,0.33379192843484684,False,False,False,False,False,,,USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,USE_TRUSTED_SENSOR,0,3,1,er1_v2_gemini_3_6_flash_low_seed0_1_threshold_aware_tier1,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed0_1_three_condition_analysis
2026-08-29T12:33:42.559264+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS,WORLD_SHIFT,1,8,0.95,9,WORLD_SHIFT,True,True,False,True,0.8166228027404115,0.9,3,4,0,DIAGNOSED,0.34255137568024896,2,0.6666666666666666,0.3081158053999348,False,False,False,False,False,,,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,REPEAT_TRIAL,1,1,1,er1_v2_gemini_3_6_flash_low_seed0_1_tier1,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed0_1_three_condition_analysis
2026-08-29T12:34:10.470244+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,PLANNER_ONLY,WORLD_SHIFT,1,8,0.95,9,WORLD_SHIFT,True,True,False,True,0.8147694642010431,0.8147694642010431,2,3,0,DIAGNOSED,0.0,2,1.0,,False,False,False,False,False,,,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,0,1,1,er1_v2_gemini_3_6_flash_low_seed0_1_tier1,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed0_1_three_condition_analysis
2026-08-29T13:44:57.594216+00:00,binary_er1_v2,binary_er1_v2_threshold_aware_001,gemini,gemini-3.6-flash,low,THRESHOLD_AWARE_AUTONOMOUS,WORLD_SHIFT,1,8,0.95,9,WORLD_SHIFT,True,True,True,False,0.9765818888044564,0.96,3,4,0,DIAGNOSED,0.0,3,1.0,0.3350137280219262,False,False,False,False,False,,,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,USE_TRUSTED_SENSOR,0,2,1,er1_v2_gemini_3_6_flash_low_seed0_1_threshold_aware_tier1,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed0_1_three_condition_analysis
2026-08-29T16:38:42.523830+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS,WORLD_SHIFT,2,8,0.95,9,MISSING_LATENT_VARIABLE,False,False,False,True,0.831518107736678,0.88,2,3,0,DIAGNOSED,0.0,2,1.0,0.2764991396515048,False,False,False,False,False,,,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,0,1,1,,VALID_EPISODE,DIAGNOSTIC_ERROR,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:39:25.377720+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,PLANNER_ONLY,WORLD_SHIFT,2,8,0.95,9,MISSING_LATENT_VARIABLE,False,False,False,True,0.831518107736678,0.831518107736678,2,3,0,DIAGNOSED,0.0,2,1.0,,False,False,False,False,False,,,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,0,1,1,,VALID_EPISODE,DIAGNOSTIC_ERROR,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:40:15.371835+00:00,binary_er1_v2,binary_er1_v2_threshold_aware_001,gemini,gemini-3.6-flash,low,THRESHOLD_AWARE_AUTONOMOUS,WORLD_SHIFT,2,8,0.95,9,MISSING_LATENT_VARIABLE,False,False,False,True,0.831518107736678,0.97,2,3,0,DIAGNOSED,0.0,2,1.0,0.31303553900887854,False,False,False,False,False,,,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,0,1,1,,VALID_EPISODE,DIAGNOSTIC_ERROR,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:41:01.661920+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS,WORLD_SHIFT,3,8,0.95,9,WORLD_SHIFT,True,True,True,False,0.9765818888044564,0.92,3,4,0,DIAGNOSED,0.0,3,1.0,0.30036832479769515,False,False,False,False,False,,,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,USE_TRUSTED_SENSOR,0,2,1,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:41:30.568500+00:00,binary_er1_v2,binary_er1_v2_001,gemini,gemini-3.6-flash,low,PLANNER_ONLY,WORLD_SHIFT,3,8,0.95,9,WORLD_SHIFT,True,True,False,True,0.8147694642010431,0.8147694642010431,2,3,0,DIAGNOSED,0.0,2,1.0,,False,False,False,False,False,,,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,USE_TRUSTED_SENSOR,0,1,1,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
2026-08-29T16:42:05.336978+00:00,binary_er1_v2,binary_er1_v2_threshold_aware_001,gemini,gemini-3.6-flash,low,THRESHOLD_AWARE_AUTONOMOUS,WORLD_SHIFT,3,8,0.95,9,WORLD_SHIFT,True,True,True,False,0.9765818888044564,0.96,3,4,0,DIAGNOSED,0.0,3,1.0,0.3603894722609479,False,False,False,False,False,,,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,USE_TRUSTED_SENSOR,0,2,1,,VALID_EPISODE,VALID_EPISODE,er1_v2_gemini_3_6_flash_low_seed2_9_three_condition_tier1
