timestamp,benchmark_version,investigation_prompt_version,repair_prompt_version,provider,model,thinking_level,condition,true_hypothesis,seed,model_diagnosis,diagnosis_correct,selected_option,selected_repair,correct_repair,repair_selection_correct,repair_consistent_with_model_diagnosis,failure_chain_category,outcome,repair_success,post_repair_accuracy,affected_region_accuracy,unaffected_region_accuracy,collateral_damage,experiments_used,decision_calls,action_sequence,investigation_retries,repair_retries,total_retries,provider_failure,rate_limit_failure,scientific_model_failure,option_permutation
2026-08-29T20:00:33.586753+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,WORLD_SHIFT,0,WORLD_SHIFT,True,C,UPDATE_WORLD_MODEL,UPDATE_WORLD_MODEL,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""RECALIBRATE_SENSOR"", ""B"": ""NO_REPAIR"", ""C"": ""UPDATE_WORLD_MODEL"", ""D"": ""ADD_LATENT_VARIABLE""}"
2026-08-29T20:01:08.091595+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,WORLD_SHIFT,1,WORLD_SHIFT,True,D,UPDATE_WORLD_MODEL,UPDATE_WORLD_MODEL,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,0,0,0,False,False,False,"{""A"": ""ADD_LATENT_VARIABLE"", ""B"": ""NO_REPAIR"", ""C"": ""RECALIBRATE_SENSOR"", ""D"": ""UPDATE_WORLD_MODEL""}"
2026-08-29T20:01:40.909659+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,WORLD_SHIFT,2,MISSING_LATENT_VARIABLE,False,C,ADD_LATENT_VARIABLE,UPDATE_WORLD_MODEL,False,True,WRONG_DIAGNOSIS_REPAIR_CONSISTENT_WITH_WRONG_DIAGNOSIS,WRONG_DIAGNOSIS_REPAIR_CONSISTENT_WITH_WRONG_DIAGNOSIS,False,0.6,0.5,1,0,2,3,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""UPDATE_WORLD_MODEL"", ""B"": ""RECALIBRATE_SENSOR"", ""C"": ""ADD_LATENT_VARIABLE"", ""D"": ""NO_REPAIR""}"
2026-08-29T20:02:12.219470+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,WORLD_SHIFT,3,WORLD_SHIFT,True,D,UPDATE_WORLD_MODEL,UPDATE_WORLD_MODEL,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""ADD_LATENT_VARIABLE"", ""B"": ""NO_REPAIR"", ""C"": ""RECALIBRATE_SENSOR"", ""D"": ""UPDATE_WORLD_MODEL""}"
2026-08-29T20:02:51.199138+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,WORLD_SHIFT,4,WORLD_SHIFT,True,D,UPDATE_WORLD_MODEL,UPDATE_WORLD_MODEL,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,2,3,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,1,0,1,False,False,False,"{""A"": ""RECALIBRATE_SENSOR"", ""B"": ""NO_REPAIR"", ""C"": ""ADD_LATENT_VARIABLE"", ""D"": ""UPDATE_WORLD_MODEL""}"
2026-08-29T20:03:19.779571+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,WORLD_SHIFT,5,WORLD_SHIFT,True,B,UPDATE_WORLD_MODEL,UPDATE_WORLD_MODEL,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,2,3,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""NO_REPAIR"", ""B"": ""UPDATE_WORLD_MODEL"", ""C"": ""ADD_LATENT_VARIABLE"", ""D"": ""RECALIBRATE_SENSOR""}"
2026-08-29T20:03:54.040791+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,WORLD_SHIFT,6,MISSING_LATENT_VARIABLE,False,A,ADD_LATENT_VARIABLE,UPDATE_WORLD_MODEL,False,True,WRONG_DIAGNOSIS_REPAIR_CONSISTENT_WITH_WRONG_DIAGNOSIS,WRONG_DIAGNOSIS_REPAIR_CONSISTENT_WITH_WRONG_DIAGNOSIS,False,0.6,0.5,1,0,3,4,USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""ADD_LATENT_VARIABLE"", ""B"": ""RECALIBRATE_SENSOR"", ""C"": ""UPDATE_WORLD_MODEL"", ""D"": ""NO_REPAIR""}"
2026-08-29T20:04:44.047438+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,WORLD_SHIFT,7,MISSING_LATENT_VARIABLE,False,D,RECALIBRATE_SENSOR,UPDATE_WORLD_MODEL,False,False,WRONG_DIAGNOSIS_OTHER_WRONG_REPAIR,WRONG_DIAGNOSIS_OTHER_WRONG_REPAIR,False,0.4,0.5,0,1,5,6,USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR,0,0,0,False,False,False,"{""A"": ""ADD_LATENT_VARIABLE"", ""B"": ""UPDATE_WORLD_MODEL"", ""C"": ""NO_REPAIR"", ""D"": ""RECALIBRATE_SENSOR""}"
2026-08-29T20:05:19.514254+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,WORLD_SHIFT,8,MISSING_LATENT_VARIABLE,False,B,RECALIBRATE_SENSOR,UPDATE_WORLD_MODEL,False,False,WRONG_DIAGNOSIS_OTHER_WRONG_REPAIR,WRONG_DIAGNOSIS_OTHER_WRONG_REPAIR,False,0.4,0.5,0,1,3,4,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,0,0,0,False,False,False,"{""A"": ""NO_REPAIR"", ""B"": ""RECALIBRATE_SENSOR"", ""C"": ""ADD_LATENT_VARIABLE"", ""D"": ""UPDATE_WORLD_MODEL""}"
2026-08-29T20:05:58.996851+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,WORLD_SHIFT,9,MISSING_LATENT_VARIABLE,False,C,RECALIBRATE_SENSOR,UPDATE_WORLD_MODEL,False,False,WRONG_DIAGNOSIS_OTHER_WRONG_REPAIR,WRONG_DIAGNOSIS_OTHER_WRONG_REPAIR,False,0.4,0.5,0,1,3,4,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,1,0,1,False,False,False,"{""A"": ""NO_REPAIR"", ""B"": ""UPDATE_WORLD_MODEL"", ""C"": ""RECALIBRATE_SENSOR"", ""D"": ""ADD_LATENT_VARIABLE""}"
2026-08-29T20:06:29.860475+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,SENSOR_CORRUPTION,0,SENSOR_CORRUPTION,True,A,RECALIBRATE_SENSOR,RECALIBRATE_SENSOR,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""RECALIBRATE_SENSOR"", ""B"": ""NO_REPAIR"", ""C"": ""UPDATE_WORLD_MODEL"", ""D"": ""ADD_LATENT_VARIABLE""}"
2026-08-29T20:07:00.665810+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,SENSOR_CORRUPTION,1,SENSOR_CORRUPTION,True,C,RECALIBRATE_SENSOR,RECALIBRATE_SENSOR,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""ADD_LATENT_VARIABLE"", ""B"": ""NO_REPAIR"", ""C"": ""RECALIBRATE_SENSOR"", ""D"": ""UPDATE_WORLD_MODEL""}"
2026-08-29T20:07:38.162668+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,SENSOR_CORRUPTION,2,MISSING_LATENT_VARIABLE,False,C,ADD_LATENT_VARIABLE,RECALIBRATE_SENSOR,False,True,WRONG_DIAGNOSIS_REPAIR_CONSISTENT_WITH_WRONG_DIAGNOSIS,WRONG_DIAGNOSIS_REPAIR_CONSISTENT_WITH_WRONG_DIAGNOSIS,False,0.4,0.3333333333333333,0.5,0.5,3,4,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""UPDATE_WORLD_MODEL"", ""B"": ""RECALIBRATE_SENSOR"", ""C"": ""ADD_LATENT_VARIABLE"", ""D"": ""NO_REPAIR""}"
2026-08-29T20:08:14.304091+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,SENSOR_CORRUPTION,3,SENSOR_CORRUPTION,True,C,RECALIBRATE_SENSOR,RECALIBRATE_SENSOR,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,4,5,USE_TRUSTED_SENSOR>REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""ADD_LATENT_VARIABLE"", ""B"": ""NO_REPAIR"", ""C"": ""RECALIBRATE_SENSOR"", ""D"": ""UPDATE_WORLD_MODEL""}"
2026-08-29T20:08:47.148147+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,SENSOR_CORRUPTION,4,SENSOR_CORRUPTION,True,A,RECALIBRATE_SENSOR,RECALIBRATE_SENSOR,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""RECALIBRATE_SENSOR"", ""B"": ""NO_REPAIR"", ""C"": ""ADD_LATENT_VARIABLE"", ""D"": ""UPDATE_WORLD_MODEL""}"
2026-08-29T20:09:30.956039+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,SENSOR_CORRUPTION,5,SENSOR_CORRUPTION,True,D,RECALIBRATE_SENSOR,RECALIBRATE_SENSOR,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""NO_REPAIR"", ""B"": ""UPDATE_WORLD_MODEL"", ""C"": ""ADD_LATENT_VARIABLE"", ""D"": ""RECALIBRATE_SENSOR""}"
2026-08-29T20:10:00.617721+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,SENSOR_CORRUPTION,6,SENSOR_CORRUPTION,True,B,RECALIBRATE_SENSOR,RECALIBRATE_SENSOR,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""ADD_LATENT_VARIABLE"", ""B"": ""RECALIBRATE_SENSOR"", ""C"": ""UPDATE_WORLD_MODEL"", ""D"": ""NO_REPAIR""}"
2026-08-29T20:10:27.858293+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,SENSOR_CORRUPTION,7,NO_STRUCTURAL_CHANGE,False,D,RECALIBRATE_SENSOR,RECALIBRATE_SENSOR,True,False,WRONG_DIAGNOSIS_BUT_CORRECT_REPAIR,WRONG_DIAGNOSIS_BUT_CORRECT_REPAIR,True,1,1,1,0,2,3,USE_TRUSTED_SENSOR>REPEAT_TRIAL,0,0,0,False,False,False,"{""A"": ""ADD_LATENT_VARIABLE"", ""B"": ""UPDATE_WORLD_MODEL"", ""C"": ""NO_REPAIR"", ""D"": ""RECALIBRATE_SENSOR""}"
2026-08-29T20:11:02.554856+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,SENSOR_CORRUPTION,8,SENSOR_CORRUPTION,True,B,RECALIBRATE_SENSOR,RECALIBRATE_SENSOR,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""NO_REPAIR"", ""B"": ""RECALIBRATE_SENSOR"", ""C"": ""ADD_LATENT_VARIABLE"", ""D"": ""UPDATE_WORLD_MODEL""}"
2026-08-29T20:11:51.428445+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,SENSOR_CORRUPTION,9,MISSING_LATENT_VARIABLE,False,C,RECALIBRATE_SENSOR,RECALIBRATE_SENSOR,True,False,WRONG_DIAGNOSIS_BUT_CORRECT_REPAIR,WRONG_DIAGNOSIS_BUT_CORRECT_REPAIR,True,1,1,1,0,4,5,USE_TRUSTED_SENSOR>REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""NO_REPAIR"", ""B"": ""UPDATE_WORLD_MODEL"", ""C"": ""RECALIBRATE_SENSOR"", ""D"": ""ADD_LATENT_VARIABLE""}"
2026-08-29T20:12:31.812275+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,MISSING_LATENT_VARIABLE,0,MISSING_LATENT_VARIABLE,True,D,ADD_LATENT_VARIABLE,ADD_LATENT_VARIABLE,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,0,0,0,False,False,False,"{""A"": ""RECALIBRATE_SENSOR"", ""B"": ""NO_REPAIR"", ""C"": ""UPDATE_WORLD_MODEL"", ""D"": ""ADD_LATENT_VARIABLE""}"
2026-08-29T20:13:06.524007+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,MISSING_LATENT_VARIABLE,1,MISSING_LATENT_VARIABLE,True,A,ADD_LATENT_VARIABLE,ADD_LATENT_VARIABLE,True,True,CORRECT_DIAGNOSIS_CORRECT_REPAIR,CORRECT_DIAGNOSIS_CORRECT_REPAIR,True,1,1,1,0,3,4,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,0,0,0,False,False,False,"{""A"": ""ADD_LATENT_VARIABLE"", ""B"": ""NO_REPAIR"", ""C"": ""RECALIBRATE_SENSOR"", ""D"": ""UPDATE_WORLD_MODEL""}"
2026-08-29T20:13:39.510040+00:00,binary_er1_v2_er2_end_to_end_v0,binary_er1_v2_001,binary_er1_v2_er2_repair_001,gemini,gemini-3.6-flash,low,FULL_AUTONOMOUS_END_TO_END_REPAIR,MISSING_LATENT_VARIABLE,2,MISSING_LATENT_VARIABLE,True,B,RECALIBRATE_SENSOR,ADD_LATENT_VARIABLE,False,False,CORRECT_DIAGNOSIS_WRONG_REPAIR,CORRECT_DIAGNOSIS_WRONG_REPAIR,False,0.4,0.5,0.3333333333333333,0.6666666666666667,2,3,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,0,0,0,False,False,False,"{""A"": ""UPDATE_WORLD_MODEL"", ""B"": ""RECALIBRATE_SENSOR"", ""C"": ""ADD_LATENT_VARIABLE"", ""D"": ""NO_REPAIR""}"
